Layer1	Layer2	CKA_Value
spatio_temporal	spatio_temporal	0.951803640529392
spatio_temporal	pool	0.041629073142542224
spatio_temporal	dropout	0.041629073142542224
spatio_temporal	projection	0.03147538808509065
spatio_temporal	batch_norm	0.9395465873070655
spatio_temporal	fc	0.013725151586983895
pool	spatio_temporal	0.04013699915056935
pool	pool	0.992004011671126
pool	dropout	0.992004011671126
pool	projection	0.9795239824257485
pool	batch_norm	0.034334902219631626
pool	fc	0.490017484924129
dropout	spatio_temporal	0.04013699915056935
dropout	pool	0.992004011671126
dropout	dropout	0.992004011671126
dropout	projection	0.9795239824257485
dropout	batch_norm	0.034334902219631626
dropout	fc	0.490017484924129
projection	spatio_temporal	0.03240203342662062
projection	pool	0.9800595854475346
projection	dropout	0.9800595854475346
projection	projection	0.9890692200441714
projection	batch_norm	0.027903523797707764
projection	fc	0.5286708312856511
batch_norm	spatio_temporal	0.8974408450843434
batch_norm	pool	0.03514929392871401
batch_norm	dropout	0.03514929392871401
batch_norm	projection	0.02637423692931982
batch_norm	batch_norm	0.9852574195658851
batch_norm	fc	0.012809042699582489
fc	spatio_temporal	0.01313550416480765
fc	pool	0.4242488184874659
fc	dropout	0.4242488184874659
fc	projection	0.4615447378239567
fc	batch_norm	0.012788966233552877
fc	fc	0.9317413130707404
spatio_temporal	spatio_temporal	0.9623838643118012
spatio_temporal	pool	0.041695023651723166
spatio_temporal	dropout	0.041695023651723166
spatio_temporal	projection	0.03241286615424064
spatio_temporal	batch_norm	0.9526266348070509
spatio_temporal	fc	0.014124374447851995
pool	spatio_temporal	0.04045284725601621
pool	pool	0.9931529381675741
pool	dropout	0.9931529381675741
pool	projection	0.9823606501583171
pool	batch_norm	0.03478725365662373
pool	fc	0.499409643957324
dropout	spatio_temporal	0.04045284725601621
dropout	pool	0.9931529381675741
dropout	dropout	0.9931529381675741
dropout	projection	0.9823606501583171
dropout	batch_norm	0.03478725365662373
dropout	fc	0.499409643957324
projection	spatio_temporal	0.0326825335676156
projection	pool	0.9845364471521986
projection	dropout	0.9845364471521986
projection	projection	0.993416371390726
projection	batch_norm	0.028257492130124847
projection	fc	0.5360362032392152
batch_norm	spatio_temporal	0.8873784642780959
batch_norm	pool	0.034887377618859884
batch_norm	dropout	0.034887377618859884
batch_norm	projection	0.027232466276052362
batch_norm	batch_norm	0.9867170348882326
batch_norm	fc	0.013060207927559247
fc	spatio_temporal	0.013254027512765823
fc	pool	0.42908333439636187
fc	dropout	0.42908333439636187
fc	projection	0.4652058761820414
