Layer1	Layer2	CKA_Value
pool	fc	0.5555519240436045
dropout	spatio_temporal	0.03557017953349789
dropout	pool	0.9930400023632694
dropout	dropout	0.9930400023632694
dropout	batch_norm	0.21898017390995594
dropout	fc	0.5555519240436045
batch_norm	spatio_temporal	0.9395043231976328
batch_norm	pool	0.2111031485941195
batch_norm	dropout	0.2111031485941195
batch_norm	batch_norm	0.9763083611028415
batch_norm	fc	0.11385731064585022
fc	spatio_temporal	0.018673374417574697
fc	pool	0.5786752302976969
fc	dropout	0.5786752302976969
fc	batch_norm	0.12233542369327545
fc	fc	0.968362795486352
spatio_temporal	spatio_temporal	0.9812175253437879
spatio_temporal	pool	0.03628003635016586
spatio_temporal	dropout	0.03628003635016586
spatio_temporal	batch_norm	0.9336985893740287
spatio_temporal	fc	0.01883810844552947
pool	spatio_temporal	0.037088746240181825
pool	pool	0.9939576200794579
pool	dropout	0.9939576200794579
pool	batch_norm	0.21542282299668222
pool	fc	0.5746646711399415
dropout	spatio_temporal	0.037088746240181825
dropout	pool	0.9939576200794579
dropout	dropout	0.9939576200794579
dropout	batch_norm	0.21542282299668222
dropout	fc	0.5746646711399415
batch_norm	spatio_temporal	0.9446523456084899
batch_norm	pool	0.21198355452213907
batch_norm	dropout	0.21198355452213907
batch_norm	batch_norm	0.9800117089571498
batch_norm	fc	0.11790345122668157
fc	spatio_temporal	0.019306743697840054
fc	pool	0.5705558916560085
fc	dropout	0.5705558916560085
fc	batch_norm	0.11876810357022916
fc	fc	0.9718275792769197
spatio_temporal	spatio_temporal	0.9858605786241548
spatio_temporal	pool	0.03408299270881964
spatio_temporal	dropout	0.03408299270881964
spatio_temporal	batch_norm	0.9466619779274699
spatio_temporal	fc	0.018112435606426204
pool	spatio_temporal	0.035436798741403513
pool	pool	0.9950789904617098
pool	dropout	0.9950789904617098
pool	batch_norm	0.21244791257348253
pool	fc	0.5663560580454715
dropout	spatio_temporal	0.035436798741403513
dropout	pool	0.9950789904617098
dropout	dropout	0.9950789904617098
dropout	batch_norm	0.21244791257348253
dropout	fc	0.5663560580454715
batch_norm	spatio_temporal	0.9448151165433756
batch_norm	pool	0.2153833675573441
batch_norm	dropout	0.2153833675573441
batch_norm	batch_norm	0.980638245185421
batch_norm	fc	0.11797606732124373
fc	spatio_temporal	0.018896187410065456
fc	pool	0.5714351371965832
fc	dropout	0.5714351371965832
fc	batch_norm	0.11787110021469485
fc	fc	0.9737819541390834
spatio_temporal	spatio_temporal	0.9861929136069622
spatio_temporal	pool	0.03445281721506175
